  date  gia_hom_truoc  gia_hom_sau  chenh_lech
2025-01-02,78286111.0,76976004.0,1310107.0
2025-01-03,76976004.0,76848253.0,127751.0
2025-01-04,76848253.0,75409261.0,1438992.0
2025-01-05,75409261.0,74665514.0,743747.0
2025-01-06,74665514.0,78686079.0,-4020565.0
2025-01-07,78686079.0,78702090.0,-16011.0
2025-01-08,78702090.0,77365507.0,1336583.0
2025-01-09,77365507.0,75895149.0,1470358.0
2025-01-10,75895149.0,75946048.0,-50899.0
2025-01-11,75946048.0,77829778.0,-1883730.0
2025-01-12,77829778.0,78685551.0,-855773.0
2025-01-13,78685551.0,78635432.0,50119.0
2025-01-14,78635432.0,78099378.0,536054.0
2025-01-15,78099378.0,77410158.0,689220.0
2025-01-16,77410158.0,74620700.0,2789458.0
2025-01-17,74620700.0,75008144.0,-387444.0
2025-01-18,75008144.0,78692771.0,-3684627.0
2025-01-19,78692771.0,77232145.0,1460626.0
2025-01-20,77232145.0,74245985.0,2986160.0
2025-01-21,74245985.0,74707358.0,-461373.0
2025-01-22,74707358.0,77517509.0,-2810151.0
2025-01-23,77517509.0,74225308.0,3292201.0
2025-01-24,74225308.0,75004040.0,-778732.0
2025-01-25,75004040.0,76943669.0,-1939629.0
2025-01-26,76943669.0,77659476.0,-715807.0
2025-01-27,77659476.0,77459806.0,199670.0
2025-01-28,77459806.0,75321347.0,2138459.0
2025-01-29,75321347.0,77760896.0,-2439549.0
2025-01-30,77760896.0,75386245.0,2374651.0
2025-01-31,75386245.0,85844762.0,-10458517.0
2025-02-01,85844762.0,77932457.0,7912305.0
2025-02-02,77932457.0,77448164.0,484293.0
2025-02-03,77448164.0,78446117.0,-997953.0
2025-02-04,78446117.0,77488064.0,958053.0
2025-02-05,77488064.0,77041543.0,446521.0
2025-02-06,77041543.0,74668374.0,2373169.0
2025-02-07,74668374.0,76038579.0,-1370205.0
2025-02-08,76038579.0,75526012.0,512567.0
2025-02-09,75526012.0,75419948.0,106064.0
2025-02-10,75419948.0,79065053.0,-3645105.0
2025-02-11,79065053.0,76165489.0,2899564.0
2025-02-12,76165489.0,78660233.0,-2494744.0
2025-02-13,78660233.0,77355693.0,1304540.0
2025-02-14,77355693.0,78174057.0,-818364.0
2025-02-15,78174057.0,76713185.0,1460872.0
2025-02-16,76713185.0,77084519.0,-371334.0
2025-02-17,77084519.0,76662588.0,421931.0
2025-02-18,76662588.0,75176215.0,1486373.0
2025-02-19,75176215.0,77812261.0,-2636046.0
2025-02-20,77812261.0,69708084.0,8104177.0
2025-02-21,69708084.0,74321580.0,-4613496.0
2025-02-22,74321580.0,77427361.0,-3105781.0
2025-02-23,77427361.0,75085553.0,2341808.0
2025-02-24,75085553.0,78902293.0,-3816740.0
2025-02-25,78902293.0,78969643.0,-67350.0
2025-02-26,78969643.0,78774322.0,195321.0
2025-02-27,78774322.0,76050794.0,2723528.0
2025-02-28,76050794.0,74277283.0,1773511.0
2025-03-01,74277283.0,78841593.0,-4564310.0
2025-03-02,78841593.0,76340921.0,2500672.0
2025-03-03,76340921.0,79033274.0,-2692353.0
2025-03-04,79033274.0,79018100.0,15174.0
2025-03-05,79018100.0,78465047.0,553053.0
2025-03-06,78465047.0,75672244.0,2792803.0
2025-03-07,75672244.0,76125489.0,-453245.0
2025-03-08,76125489.0,78455683.0,-2330194.0
2025-03-09,78455683.0,75784610.0,2671073.0
2025-03-10,75784610.0,75047464.0,737146.0
2025-03-11,75047464.0,76984006.0,-1936542.0
2025-03-12,76984006.0,78880774.0,-1896768.0
2025-03-13,78880774.0,77680149.0,1200625.0
2025-03-14,77680149.0,77050306.0,629843.0
2025-03-15,77050306.0,74685882.0,2364424.0
2025-03-16,74685882.0,77275036.0,-2589154.0
2025-03-17,77275036.0,79150269.0,-1875233.0
2025-03-18,79150269.0,74900420.0,4249849.0
2025-03-19,74900420.0,76791648.0,-1891228.0
2025-03-20,76791648.0,78586865.0,-1795217.0
2025-03-21,78586865.0,77903843.0,683022.0
2025-03-22,77903843.0,85621403.0,-7717560.0
2025-03-23,85621403.0,77712420.0,7908983.0
2025-03-24,77712420.0,75997456.0,1714964.0
2025-03-25,75997456.0,75667959.0,329497.0
2025-03-26,75667959.0,78246806.0,-2578847.0
2025-03-27,78246806.0,78250567.0,-3761.0
2025-03-28,78250567.0,78535362.0,-284795.0
2025-03-29,78535362.0,78766203.0,-230841.0
2025-03-30,78766203.0,76756712.0,2009491.0
2025-03-31,76756712.0,76707581.0,49131.0
2025-04-01,76707581.0,78191476.0,-1483895.0
2025-04-02,78191476.0,77449820.0,741656.0
2025-04-03,77449820.0,77709834.0,-260014.0
2025-04-04,77709834.0,78178963.0,-469129.0
2025-04-05,78178963.0,78650027.0,-471064.0
2025-04-06,78650027.0,75889976.0,2760051.0
2025-04-07,75889976.0,76077915.0,-187939.0
2025-04-08,76077915.0,74669910.0,1408005.0
2025-04-09,74669910.0,77091401.0,-2421491.0
2025-04-10,77091401.0,74379711.0,2711690.0
2025-04-11,74379711.0,76527990.0,-2148279.0
2025-04-12,76527990.0,76913223.0,-385233.0
2025-04-13,76913223.0,75632706.0,1280517.0
2025-04-14,75632706.0,77154166.0,-1521460.0
2025-04-15,77154166.0,74352501.0,2801665.0
2025-04-16,74352501.0,74386741.0,-34240.0
2025-04-17,74386741.0,78313003.0,-3926262.0
2025-04-18,78313003.0,76000953.0,2312050.0
2025-04-19,76000953.0,74835303.0,1165650.0
2025-04-20,74835303.0,76811216.0,-1975913.0
2025-04-21,76811216.0,69802334.0,7008882.0
2025-04-22,69802334.0,75279105.0,-5476771.0
2025-04-23,75279105.0,77314452.0,-2035347.0
2025-04-24,77314452.0,74626737.0,2687715.0
2025-04-25,74626737.0,74458409.0,168328.0
2025-04-26,74458409.0,76856773.0,-2398364.0
2025-04-27,76856773.0,76903176.0,-46403.0
2025-04-28,76903176.0,77387150.0,-483974.0
2025-04-29,77387150.0,77830457.0,-443307.0
2025-04-30,77830457.0,79079260.0,-1248803.0
2025-05-01,79079260.0,76781502.0,2297758.0
2025-05-02,76781502.0,75814782.0,966720.0
2025-05-03,75814782.0,78175931.0,-2361149.0
2025-05-04,78175931.0,75554161.0,2621770.0
2025-05-05,75554161.0,76394857.0,-840696.0
2025-05-06,76394857.0,74592282.0,1802575.0
2025-05-07,74592282.0,74326754.0,265528.0
2025-05-08,74326754.0,79013242.0,-4686488.0
2025-05-09,79013242.0,78379901.0,633341.0
2025-05-10,78379901.0,77679871.0,700030.0
2025-05-11,77679871.0,76244765.0,1435106.0
2025-05-12,76244765.0,75066472.0,1178293.0
2025-05-13,75066472.0,74982185.0,84287.0
2025-05-14,74982185.0,75451214.0,-469029.0
2025-05-15,75451214.0,76946133.0,-1494919.0
2025-05-16,76946133.0,77772980.0,-826847.0
2025-05-17,77772980.0,77500987.0,271993.0
2025-05-18,77500987.0,75599669.0,1901318.0
2025-05-19,75599669.0,78974326.0,-3374657.0
2025-05-20,78974326.0,77889485.0,1084841.0
2025-05-21,77889485.0,82783165.0,-4893680.0
2025-05-22,82783165.0,77258604.0,5524561.0
2025-05-23,77258604.0,76298000.0,960604.0
2025-05-24,76298000.0,75438655.0,859345.0
2025-05-25,75438655.0,75979863.0,-541208.0
2025-05-26,75979863.0,77989231.0,-2009368.0
2025-05-27,77989231.0,74271967.0,3717264.0
2025-05-28,74271967.0,74780363.0,-508396.0
2025-05-29,74780363.0,74430013.0,350350.0
2025-05-30,74430013.0,74403644.0,26369.0
2025-05-31,74403644.0,78477303.0,-4073659.0
2025-06-01,78477303.0,77718289.0,759014.0
2025-06-02,77718289.0,76570869.0,1147420.0
2025-06-03,76570869.0,74689171.0,1881698.0
2025-06-04,74689171.0,76658079.0,-1968908.0
2025-06-05,76658079.0,76567359.0,90720.0
2025-06-06,76567359.0,75066009.0,1501350.0
2025-06-07,75066009.0,76369258.0,-1303249.0
2025-06-08,76369258.0,76192524.0,176734.0
2025-06-09,76192524.0,77279250.0,-1086726.0
2025-06-10,77279250.0,69554665.0,7724585.0
2025-06-11,69554665.0,74426520.0,-4871855.0
2025-06-12,74426520.0,76073063.0,-1646543.0
2025-06-13,76073063.0,77329300.0,-1256237.0
2025-06-14,77329300.0,76715681.0,613619.0
2025-06-15,76715681.0,78482449.0,-1766768.0
2025-06-16,78482449.0,77493468.0,988981.0
2025-06-17,77493468.0,75014672.0,2478796.0
2025-06-18,75014672.0,74552844.0,461828.0
2025-06-19,74552844.0,77412096.0,-2859252.0
2025-06-20,77412096.0,74332557.0,3079539.0
2025-06-21,74332557.0,77128878.0,-2796321.0
2025-06-22,77128878.0,78901151.0,-1772273.0
2025-06-23,78901151.0,77077371.0,1823780.0
2025-06-24,77077371.0,76140850.0,936521.0
2025-06-25,76140850.0,77416441.0,-1275591.0
2025-06-26,77416441.0,76491264.0,925177.0
2025-06-27,76491264.0,76928084.0,-436820.0
2025-06-28,76928084.0,78907324.0,-1979240.0
2025-06-29,78907324.0,76130513.0,2776811.0
